2026-09-12 20:23:01,755 - nanochat.common - [32m[1mINFO[0m - Distributed world size: 1

                                                       █████                █████
                                                      ░░███                ░░███
     ████████    ██████   ████████    ██████   ██████  ░███████    ██████  ███████
    ░░███░░███  ░░░░░███ ░░███░░███  ███░░███ ███░░███ ░███░░███  ░░░░░███░░░███░
     ░███ ░███   ███████  ░███ ░███ ░███ ░███░███ ░░░  ░███ ░███   ███████  ░███
     ░███ ░███  ███░░███  ░███ ░███ ░███ ░███░███  ███ ░███ ░███  ███░░███  ░███ ███
     ████ █████░░████████ ████ █████░░██████ ░░██████  ████ █████░░███████  ░░█████
    ░░░░ ░░░░░  ░░░░░░░░ ░░░░ ░░░░░  ░░░░░░   ░░░░░░  ░░░░ ░░░░░  ░░░░░░░░   ░░░░░
    
Autodetected device type: cuda
GPU: NVIDIA GeForce RTX 3090 | Peak FLOPS (BF16): 7.10e+13
COMPUTE_DTYPE: torch.bfloat16 (auto-detected: CUDA SM 86 (bf16 supported))
Structured metrics: /local/s4414268/nanochat/results/task2_models/vocab_32768/base_train_bpb_metrics.jsonl
✓ Using Flash Attention 3: efficient, new and awesome.
Vocab size: 32,768
Model config:
{
  "sequence_len": 2048,
  "vocab_size": 32768,
  "n_layer": 2,
  "n_head": 1,
  "n_kv_head": 1,
  "n_embd": 128,
  "window_pattern": "SSSL"
}
Parameter counts:
wte                     : 4,194,304
value_embeds            : 4,194,304
lm_head                 : 4,194,304
transformer_matrices    : 393,228
scalars                 : 30
total                   : 12,976,170
Estimated FLOPs per token: 3.145750e+07
Auto-computed optimal batch size: 131,072 tokens
Scaling LRs by 0.5000 for batch size 131,072 (reference: 524,288)
Scaling weight decay from 0.280000 to 3.360004 for depth 2
Scaling the LR for the AdamW parameters ∝1/√(128/768) = 2.449490
Calculated number of iterations from target data:param ratio: 420
Total number of training tokens: 55,050,240
Tokens : Scaling params ratio: 12.00
Total training FLOPs estimate: 1.731743e+15
Tokens / micro-batch / rank: 8 x 2048 = 16,384
Tokens / micro-batch: 16,384
Total batch size 131,072 => gradient accumulation steps: 8
Step 00000 | Validation bpb: 3.143175
step 00000/00420 (0.00%) | loss: 10.397104 | train_bpb: 3.169468 | lrm: 0.03 | dt: 11778.64ms | tok/sec: 11,127 | bf16_mfu: 0.49 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00001/00420 (0.24%) | loss: 10.394849 | train_bpb: 3.161209 | lrm: 0.05 | dt: 191.44ms | tok/sec: 684,646 | bf16_mfu: 30.33 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00002/00420 (0.48%) | loss: 10.391078 | train_bpb: 3.106938 | lrm: 0.07 | dt: 216.65ms | tok/sec: 604,993 | bf16_mfu: 26.81 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00003/00420 (0.71%) | loss: 10.384257 | train_bpb: 3.184635 | lrm: 0.10 | dt: 204.51ms | tok/sec: 640,912 | bf16_mfu: 28.40 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00004/00420 (0.95%) | loss: 10.374698 | train_bpb: 3.153732 | lrm: 0.12 | dt: 221.07ms | tok/sec: 592,892 | bf16_mfu: 26.27 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00005/00420 (1.19%) | loss: 10.360699 | train_bpb: 3.178731 | lrm: 0.15 | dt: 235.33ms | tok/sec: 556,977 | bf16_mfu: 24.68 | epoch: 1 pq: 0 rg: 2 | total time: 0.00m
step 00006/00420 (1.43%) | loss: 10.338762 | train_bpb: 3.118582 | lrm: 0.17 | dt: 204.44ms | tok/sec: 641,127 | bf16_mfu: 28.41 | epoch: 1 pq: 0 rg: 2 | total time: 0.00m
step 00007/00420 (1.67%) | loss: 10.309018 | train_bpb: 3.071564 | lrm: 0.20 | dt: 296.02ms | tok/sec: 442,781 | bf16_mfu: 19.62 | epoch: 1 pq: 0 rg: 2 | total time: 0.00m
step 00008/00420 (1.90%) | loss: 10.265123 | train_bpb: 3.002644 | lrm: 0.23 | dt: 314.75ms | tok/sec: 416,437 | bf16_mfu: 18.45 | epoch: 1 pq: 0 rg: 2 | total time: 0.00m
step 00009/00420 (2.14%) | loss: 10.197414 | train_bpb: 2.955345 | lrm: 0.25 | dt: 273.97ms | tok/sec: 478,410 | bf16_mfu: 21.20 | epoch: 1 pq: 0 rg: 3 | total time: 0.00m
Step 00010 | Validation bpb: 2.896291
step 00010/00420 (2.38%) | loss: 10.104668 | train_bpb: 2.870236 | lrm: 0.28 | dt: 233.52ms | tok/sec: 561,295 | bf16_mfu: 24.87 | epoch: 1 pq: 0 rg: 3 | total time: 0.00m
step 00011/00420 (2.62%) | loss: 9.987282 | train_bpb: 2.802085 | lrm: 0.30 | dt: 232.45ms | tok/sec: 563,870 | bf16_mfu: 24.98 | epoch: 1 pq: 0 rg: 3 | total time: 0.00m | eta: 1.6m
step 00012/00420 (2.86%) | loss: 9.847565 | train_bpb: 2.749486 | lrm: 0.33 | dt: 232.46ms | tok/sec: 563,847 | bf16_mfu: 24.98 | epoch: 1 pq: 0 rg: 3 | total time: 0.01m | eta: 1.6m
step 00013/00420 (3.10%) | loss: 9.685235 | train_bpb: 2.685226 | lrm: 0.35 | dt: 244.30ms | tok/sec: 536,524 | bf16_mfu: 23.77 | epoch: 1 pq: 0 rg: 4 | total time: 0.01m | eta: 1.6m
step 00014/00420 (3.33%) | loss: 9.511399 | train_bpb: 2.535093 | lrm: 0.38 | dt: 219.56ms | tok/sec: 596,971 | bf16_mfu: 26.45 | epoch: 1 pq: 0 rg: 4 | total time: 0.02m | eta: 1.6m
step 00015/00420 (3.57%) | loss: 9.333345 | train_bpb: 2.455167 | lrm: 0.40 | dt: 225.45ms | tok/sec: 581,386 | bf16_mfu: 25.76 | epoch: 1 pq: 0 rg: 4 | total time: 0.02m | eta: 1.6m
step 00016/00420 (3.81%) | loss: 9.173367 | train_bpb: 2.381856 | lrm: 0.42 | dt: 216.76ms | tok/sec: 604,692 | bf16_mfu: 26.79 | epoch: 1 pq: 0 rg: 4 | total time: 0.02m | eta: 1.5m
step 00017/00420 (4.05%) | loss: 9.008453 | train_bpb: 2.354006 | lrm: 0.45 | dt: 234.80ms | tok/sec: 558,226 | bf16_mfu: 24.73 | epoch: 1 pq: 0 rg: 5 | total time: 0.03m | eta: 1.5m
step 00018/00420 (4.29%) | loss: 8.848412 | train_bpb: 2.330804 | lrm: 0.47 | dt: 226.88ms | tok/sec: 577,710 | bf16_mfu: 25.60 | epoch: 1 pq: 0 rg: 5 | total time: 0.03m | eta: 1.5m
step 00019/00420 (4.52%) | loss: 8.707666 | train_bpb: 2.298306 | lrm: 0.50 | dt: 223.34ms | tok/sec: 586,862 | bf16_mfu: 26.00 | epoch: 1 pq: 0 rg: 5 | total time: 0.03m | eta: 1.5m
Step 00020 | Validation bpb: 2.219503
step 00020/00420 (4.76%) | loss: 8.552967 | train_bpb: 2.235526 | lrm: 0.53 | dt: 216.75ms | tok/sec: 604,706 | bf16_mfu: 26.79 | epoch: 1 pq: 0 rg: 5 | total time: 0.04m | eta: 1.5m
step 00021/00420 (5.00%) | loss: 8.400842 | train_bpb: 2.254613 | lrm: 0.55 | dt: 232.50ms | tok/sec: 563,741 | bf16_mfu: 24.98 | epoch: 1 pq: 0 rg: 6 | total time: 0.04m | eta: 1.5m
step 00022/00420 (5.24%) | loss: 8.247570 | train_bpb: 2.153395 | lrm: 0.57 | dt: 222.65ms | tok/sec: 588,684 | bf16_mfu: 26.08 | epoch: 1 pq: 0 rg: 6 | total time: 0.05m | eta: 1.5m
step 00023/00420 (5.48%) | loss: 8.110534 | train_bpb: 2.158565 | lrm: 0.60 | dt: 215.67ms | tok/sec: 607,743 | bf16_mfu: 26.93 | epoch: 1 pq: 0 rg: 6 | total time: 0.05m | eta: 1.5m
step 00024/00420 (5.71%) | loss: 7.983671 | train_bpb: 2.145779 | lrm: 0.62 | dt: 250.72ms | tok/sec: 522,776 | bf16_mfu: 23.16 | epoch: 1 pq: 0 rg: 7 | total time: 0.05m | eta: 1.5m
step 00025/00420 (5.95%) | loss: 7.857884 | train_bpb: 2.116317 | lrm: 0.65 | dt: 216.72ms | tok/sec: 604,790 | bf16_mfu: 26.80 | epoch: 1 pq: 0 rg: 7 | total time: 0.06m | eta: 1.5m
step 00026/00420 (6.19%) | loss: 7.738213 | train_bpb: 2.067422 | lrm: 0.68 | dt: 226.68ms | tok/sec: 578,222 | bf16_mfu: 25.62 | epoch: 1 pq: 0 rg: 7 | total time: 0.06m | eta: 1.5m
step 00027/00420 (6.43%) | loss: 7.637118 | train_bpb: 2.063742 | lrm: 0.70 | dt: 235.38ms | tok/sec: 556,861 | bf16_mfu: 24.67 | epoch: 1 pq: 0 rg: 7 | total time: 0.06m | eta: 1.5m
step 00028/00420 (6.67%) | loss: 7.547587 | train_bpb: 2.055674 | lrm: 0.72 | dt: 236.23ms | tok/sec: 554,859 | bf16_mfu: 24.58 | epoch: 1 pq: 0 rg: 8 | total time: 0.07m | eta: 1.5m
step 00029/00420 (6.90%) | loss: 7.480397 | train_bpb: 2.034552 | lrm: 0.75 | dt: 234.75ms | tok/sec: 558,335 | bf16_mfu: 24.74 | epoch: 1 pq: 0 rg: 8 | total time: 0.07m | eta: 1.5m
Step 00030 | Validation bpb: 1.992805
step 00030/00420 (7.14%) | loss: 7.393255 | train_bpb: 2.004435 | lrm: 0.78 | dt: 217.12ms | tok/sec: 603,694 | bf16_mfu: 26.75 | epoch: 1 pq: 0 rg: 8 | total time: 0.08m | eta: 1.5m
step 00031/00420 (7.38%) | loss: 7.301478 | train_bpb: 1.979506 | lrm: 0.80 | dt: 208.63ms | tok/sec: 628,245 | bf16_mfu: 27.84 | epoch: 1 pq: 0 rg: 8 | total time: 0.08m | eta: 1.5m
step 00032/00420 (7.62%) | loss: 7.229653 | train_bpb: 2.026020 | lrm: 0.82 | dt: 234.11ms | tok/sec: 559,874 | bf16_mfu: 24.81 | epoch: 1 pq: 0 rg: 9 | total time: 0.08m | eta: 1.5m
step 00033/00420 (7.86%) | loss: 7.155755 | train_bpb: 1.958021 | lrm: 0.85 | dt: 221.64ms | tok/sec: 591,378 | bf16_mfu: 26.20 | epoch: 1 pq: 0 rg: 9 | total time: 0.09m | eta: 1.5m
step 00034/00420 (8.10%) | loss: 7.082760 | train_bpb: 1.955385 | lrm: 0.88 | dt: 221.40ms | tok/sec: 592,008 | bf16_mfu: 26.23 | epoch: 1 pq: 0 rg: 9 | total time: 0.09m | eta: 1.5m
step 00035/00420 (8.33%) | loss: 7.015661 | train_bpb: 1.957968 | lrm: 0.90 | dt: 248.36ms | tok/sec: 527,757 | bf16_mfu: 23.38 | epoch: 1 pq: 0 rg: 9 | total time: 0.09m | eta: 1.5m
step 00036/00420 (8.57%) | loss: 6.955933 | train_bpb: 1.960980 | lrm: 0.93 | dt: 234.98ms | tok/sec: 557,791 | bf16_mfu: 24.71 | epoch: 1 pq: 0 rg: 10 | total time: 0.10m | eta: 1.5m
step 00037/00420 (8.81%) | loss: 6.914694 | train_bpb: 1.950972 | lrm: 0.95 | dt: 225.47ms | tok/sec: 581,328 | bf16_mfu: 25.76 | epoch: 1 pq: 0 rg: 10 | total time: 0.10m | eta: 1.5m
step 00038/00420 (9.05%) | loss: 6.854441 | train_bpb: 1.903718 | lrm: 0.97 | dt: 233.38ms | tok/sec: 561,635 | bf16_mfu: 24.88 | epoch: 1 pq: 0 rg: 10 | total time: 0.11m | eta: 1.5m
