2026-09-10 21:45:30,278 - nanochat.common - [32m[1mINFO[0m - Distributed world size: 1

                                                       █████                █████
                                                      ░░███                ░░███
     ████████    ██████   ████████    ██████   ██████  ░███████    ██████  ███████
    ░░███░░███  ░░░░░███ ░░███░░███  ███░░███ ███░░███ ░███░░███  ░░░░░███░░░███░
     ░███ ░███   ███████  ░███ ░███ ░███ ░███░███ ░░░  ░███ ░███   ███████  ░███
     ░███ ░███  ███░░███  ░███ ░███ ░███ ░███░███  ███ ░███ ░███  ███░░███  ░███ ███
     ████ █████░░████████ ████ █████░░██████ ░░██████  ████ █████░░███████  ░░█████
    ░░░░ ░░░░░  ░░░░░░░░ ░░░░ ░░░░░  ░░░░░░   ░░░░░░  ░░░░ ░░░░░  ░░░░░░░░   ░░░░░
    
Autodetected device type: cuda
GPU: NVIDIA GeForce RTX 3090 | Peak FLOPS (BF16): 7.10e+13
COMPUTE_DTYPE: torch.bfloat16 (auto-detected: CUDA SM 86 (bf16 supported))
✓ Using Flash Attention 3: efficient, new and awesome.
Vocab size: 8,192
Model config:
{
  "sequence_len": 2048,
  "vocab_size": 8192,
  "n_layer": 2,
  "n_head": 1,
  "n_kv_head": 1,
  "n_embd": 128,
  "window_pattern": "SSSL"
}
Parameter counts:
wte                     : 1,048,576
value_embeds            : 1,048,576
lm_head                 : 1,048,576
transformer_matrices    : 393,228
scalars                 : 30
total                   : 3,538,986
Estimated FLOPs per token: 1.258313e+07
Auto-computed optimal batch size: 131,072 tokens
Scaling LRs by 0.5000 for batch size 131,072 (reference: 524,288)
Scaling weight decay from 0.280000 to 8.858150 for depth 2
Scaling the LR for the AdamW parameters ∝1/√(128/768) = 2.449490

================================================================================
  WARNING: DATASET UPGRADE REQUIRED
================================================================================

  Could not find: /local/s4414268/nanochat/results/task2_models/vocab_8192/base_data_climbmix

  nanochat recently switched from FinewebEdu-100B to ClimbMix-400B.
  Everyone who does `git pull` as of March 4, 2026 is expected to see this message.
  To upgrade to the new ClimbMix-400B dataset, run these two commands:

    python -m nanochat.dataset -n 170     # download ~170 shards, enough for GPT-2, adjust as desired
    python -m scripts.tok_train           # re-train tokenizer on new ClimbMix data

  For now, falling back to your old FinewebEdu-100B dataset...
================================================================================

Calculated number of iterations from target data:param ratio: 132
Total number of training tokens: 17,301,504
Tokens : Scaling params ratio: 12.00
Total training FLOPs estimate: 2.177070e+14
Tokens / micro-batch / rank: 32 x 2048 = 65,536
Tokens / micro-batch: 65,536
Total batch size 131,072 => gradient accumulation steps: 2
Step 00000 | Validation bpb: 3.220320
step 00000/00132 (0.00%) | loss: 9.011093 | lrm: 0.03 | dt: 34298.28ms | tok/sec: 3,821 | bf16_mfu: 0.07 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00001/00132 (0.76%) | loss: 9.008995 | lrm: 0.05 | dt: 177.66ms | tok/sec: 737,764 | bf16_mfu: 13.08 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00002/00132 (1.52%) | loss: 9.005325 | lrm: 0.07 | dt: 117.53ms | tok/sec: 1,115,198 | bf16_mfu: 19.76 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00003/00132 (2.27%) | loss: 8.999759 | lrm: 0.10 | dt: 174.37ms | tok/sec: 751,687 | bf16_mfu: 13.32 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00004/00132 (3.03%) | loss: 8.991526 | lrm: 0.12 | dt: 116.36ms | tok/sec: 1,126,458 | bf16_mfu: 19.96 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00005/00132 (3.79%) | loss: 8.979982 | lrm: 0.15 | dt: 196.59ms | tok/sec: 666,734 | bf16_mfu: 11.82 | epoch: 1 pq: 0 rg: 2 | total time: 0.00m
step 00006/00132 (4.55%) | loss: 8.963076 | lrm: 0.17 | dt: 178.25ms | tok/sec: 735,332 | bf16_mfu: 13.03 | epoch: 1 pq: 0 rg: 2 | total time: 0.00m
step 00007/00132 (5.30%) | loss: 8.938039 | lrm: 0.20 | dt: 123.35ms | tok/sec: 1,062,629 | bf16_mfu: 18.83 | epoch: 1 pq: 0 rg: 2 | total time: 0.00m
step 00008/00132 (6.06%) | loss: 8.903051 | lrm: 0.23 | dt: 154.27ms | tok/sec: 849,607 | bf16_mfu: 15.06 | epoch: 1 pq: 0 rg: 2 | total time: 0.00m
step 00009/00132 (6.82%) | loss: 8.853114 | lrm: 0.25 | dt: 118.99ms | tok/sec: 1,101,509 | bf16_mfu: 19.52 | epoch: 1 pq: 0 rg: 2 | total time: 0.00m
step 00010/00132 (7.58%) | loss: 8.783418 | lrm: 0.28 | dt: 146.28ms | tok/sec: 896,009 | bf16_mfu: 15.88 | epoch: 1 pq: 0 rg: 3 | total time: 0.00m
step 00011/00132 (8.33%) | loss: 8.694960 | lrm: 0.30 | dt: 191.72ms | tok/sec: 683,668 | bf16_mfu: 12.12 | epoch: 1 pq: 0 rg: 3 | total time: 0.00m | eta: 0.4m
step 00012/00132 (9.09%) | loss: 8.586010 | lrm: 0.33 | dt: 193.56ms | tok/sec: 677,163 | bf16_mfu: 12.00 | epoch: 1 pq: 0 rg: 3 | total time: 0.01m | eta: 0.4m
step 00013/00132 (9.85%) | loss: 8.460292 | lrm: 0.35 | dt: 131.50ms | tok/sec: 996,736 | bf16_mfu: 17.66 | epoch: 1 pq: 0 rg: 3 | total time: 0.01m | eta: 0.3m
step 00014/00132 (10.61%) | loss: 8.325655 | lrm: 0.38 | dt: 174.59ms | tok/sec: 750,745 | bf16_mfu: 13.31 | epoch: 1 pq: 0 rg: 4 | total time: 0.01m | eta: 0.3m
step 00015/00132 (11.36%) | loss: 8.190857 | lrm: 0.40 | dt: 192.10ms | tok/sec: 682,328 | bf16_mfu: 12.09 | epoch: 1 pq: 0 rg: 4 | total time: 0.01m | eta: 0.3m
step 00016/00132 (12.12%) | loss: 8.059173 | lrm: 0.42 | dt: 194.79ms | tok/sec: 672,894 | bf16_mfu: 11.93 | epoch: 1 pq: 0 rg: 4 | total time: 0.02m | eta: 0.3m
step 00017/00132 (12.88%) | loss: 7.924806 | lrm: 0.45 | dt: 128.05ms | tok/sec: 1,023,574 | bf16_mfu: 18.14 | epoch: 1 pq: 0 rg: 4 | total time: 0.02m | eta: 0.3m
step 00018/00132 (13.64%) | loss: 7.792118 | lrm: 0.47 | dt: 183.78ms | tok/sec: 713,184 | bf16_mfu: 12.64 | epoch: 1 pq: 0 rg: 4 | total time: 0.02m | eta: 0.3m
step 00019/00132 (14.39%) | loss: 7.659066 | lrm: 0.50 | dt: 200.66ms | tok/sec: 653,194 | bf16_mfu: 11.58 | epoch: 1 pq: 0 rg: 5 | total time: 0.03m | eta: 0.3m
step 00020/00132 (15.15%) | loss: 7.536375 | lrm: 0.53 | dt: 186.98ms | tok/sec: 701,012 | bf16_mfu: 12.42 | epoch: 1 pq: 0 rg: 5 | total time: 0.03m | eta: 0.3m
step 00021/00132 (15.91%) | loss: 7.421510 | lrm: 0.55 | dt: 194.84ms | tok/sec: 672,712 | bf16_mfu: 11.92 | epoch: 1 pq: 0 rg: 5 | total time: 0.03m | eta: 0.3m
step 00022/00132 (16.67%) | loss: 7.305403 | lrm: 0.57 | dt: 174.47ms | tok/sec: 751,257 | bf16_mfu: 13.31 | epoch: 1 pq: 0 rg: 5 | total time: 0.04m | eta: 0.3m
step 00023/00132 (17.42%) | loss: 7.193909 | lrm: 0.60 | dt: 198.60ms | tok/sec: 659,984 | bf16_mfu: 11.70 | epoch: 1 pq: 0 rg: 6 | total time: 0.04m | eta: 0.3m
step 00024/00132 (18.18%) | loss: 7.091007 | lrm: 0.62 | dt: 130.48ms | tok/sec: 1,004,533 | bf16_mfu: 17.80 | epoch: 1 pq: 0 rg: 6 | total time: 0.04m | eta: 0.3m
step 00025/00132 (18.94%) | loss: 6.990398 | lrm: 0.65 | dt: 163.71ms | tok/sec: 800,641 | bf16_mfu: 14.19 | epoch: 1 pq: 0 rg: 6 | total time: 0.04m | eta: 0.3m
step 00026/00132 (19.70%) | loss: 6.897895 | lrm: 0.68 | dt: 159.16ms | tok/sec: 823,524 | bf16_mfu: 14.60 | epoch: 1 pq: 0 rg: 6 | total time: 0.05m | eta: 0.3m
step 00027/00132 (20.45%) | loss: 6.810491 | lrm: 0.70 | dt: 190.11ms | tok/sec: 689,458 | bf16_mfu: 12.22 | epoch: 1 pq: 0 rg: 7 | total time: 0.05m | eta: 0.3m
step 00028/00132 (21.21%) | loss: 6.729402 | lrm: 0.72 | dt: 180.69ms | tok/sec: 725,404 | bf16_mfu: 12.86 | epoch: 1 pq: 0 rg: 7 | total time: 0.05m | eta: 0.3m
step 00029/00132 (21.97%) | loss: 6.652773 | lrm: 0.75 | dt: 158.80ms | tok/sec: 825,399 | bf16_mfu: 14.63 | epoch: 1 pq: 0 rg: 7 | total time: 0.06m | eta: 0.3m
step 00030/00132 (22.73%) | loss: 6.578592 | lrm: 0.78 | dt: 152.07ms | tok/sec: 861,911 | bf16_mfu: 15.28 | epoch: 1 pq: 0 rg: 7 | total time: 0.06m | eta: 0.3m
step 00031/00132 (23.48%) | loss: 6.510284 | lrm: 0.80 | dt: 119.11ms | tok/sec: 1,100,416 | bf16_mfu: 19.50 | epoch: 1 pq: 0 rg: 7 | total time: 0.06m | eta: 0.3m
